airline_name,source,destination,date_of_journey,departure_time,arrival_time,duration,total_ s,route,target_variable_price
 Emirates,BOM,CCU,07-Jun,22:20,19:15,20h 55,1, DXB,47152
 Hahn Air Systems,BOM,CCU,07-Jun,00:35,13:10,12h 35,2," DEL, IXB",80658
 Hahn Air Systems,BOM,CCU,07-Jun,07:20,20:45,13h 25,2," DEL, JRG",75767
 Hahn Air Systems,BOM,CCU,07-Jun,13:10,13:10,24h,1, IXB,44204
 SpiceJet,BLR,DEL,07-Jun,21:10,23:45,2h 35,0,,6629
 SpiceJet,BLR,DEL,07-Jun,05:55,08:35,2h 40,0,,7799
 AirAsia India,BLR,DEL,07-Jun,11:15,13:55,2h 40,0,,8041
 Vistara,BLR,DEL,07-Jun,08:00,10:40,2h 40,0,,8341
 Vistara,BLR,DEL,07-Jun,21:15,23:50,2h 35,0,,8341
 Vistara,BLR,DEL,07-Jun,07:00,09:40,2h 40,0,,8341
 GoAir,BLR,DEL,07-Jun,05:45,08:40,2h 55,0,,7500
 SpiceJet,BLR,DEL,07-Jun,21:50,00:35,2h 45,0,,7799
 IndiGo,BLR,DEL,07-Jun,06:00,08:45,2h 45,0,,8196
 GoAir,BLR,DEL,07-Jun,21:30,00:15,2h 45,0,,7924
 IndiGo,BLR,DEL,07-Jun,04:40,07:25,2h 45,0,,8196
 Vistara,BLR,DEL,07-Jun,09:45,12:40,2h 55,0,,8284
 IndiGo,BLR,DEL,07-Jun,22:00,00:45,2h 45,0,,8196
 IndiGo,BLR,DEL,07-Jun,00:45,03:30,2h 45,0,,8196
 AirAsia India,BLR,DEL,07-Jun,06:10,08:55,2h 45,0,,8286
 Air India,BLR,DEL,07-Jun,06:10,08:55,2h 45,0,,8835
 IndiGo,BLR,DEL,07-Jun,23:10,02:00,2h 50,0,,8196
 IndiGo,BLR,DEL,07-Jun,09:20,12:10,2h 50,0,,8628
 IndiGo,BLR,DEL,07-Jun,18:00,20:45,2h 45,0,,8628
 IndiGo,BLR,DEL,07-Jun,19:15,22:00,2h 45,0,,8628
 IndiGo,BLR,DEL,07-Jun,16:30,19:15,2h 45,0,,8628
 IndiGo,BLR,DEL,07-Jun,20:30,23:15,2h 45,0,,8628
 AirAsia India,BLR,DEL,07-Jun,18:15,21:10,2h 55,0,,8286
 AirAsia India,BLR,DEL,07-Jun,22:30,01:20,2h 50,0,,8041
 AirAsia India,BLR,DEL,07-Jun,00:25,03:20,2h 55,0,,8286
 IndiGo,BLR,DEL,07-Jun,13:55,16:40,2h 45,0,,8884
 IndiGo,BLR,DEL,07-Jun,14:55,17:45,2h 50,0,,8628
 Vistara,BLR,DEL,07-Jun,11:30,14:10,2h 40,0,,9314
 Air India,BLR,DEL,07-Jun,10:00,12:50,2h 50,0,,8835
 Vistara,BLR,DEL,07-Jun,17:45,20:20,2h 35,0,,9694
 IndiGo,BLR,DEL,07-Jun,07:45,10:40,2h 55,0,,8628
 IndiGo,BLR,DEL,07-Jun,11:45,14:40,2h 55,0,,8628
 Air India,BLR,DEL,07-Jun,17:10,19:50,2h 40,0,,9560
 Vistara,BLR,DEL,07-Jun,19:40,22:25,2h 45,0,,9314
 Vistara,BLR,DEL,07-Jun,18:50,21:35,2h 45,0,,9734
 Air India,BLR,DEL,07-Jun,21:20,00:30,3h 10,0,,8835
 Novaturas,BLR,DEL,07-Jun,21:30,00:15,2h 45,0,,11269
 Novaturas,BLR,DEL,07-Jun,05:45,08:40,2h 55,0,,11269
 IndiGo,BLR,DEL,07-Jun,20:10,00:45,4h 35,1, HYD,8790
 IndiGo,BLR,DEL,07-Jun,18:50,23:30,4h 40,1, HYD,8790
 IndiGo,BLR,DEL,07-Jun,08:55,13:55,5h,1, HYD,8790
 IndiGo,BLR,DEL,07-Jun,23:05,04:10,5h 05,1, PNQ,8790
 GoAir,BLR,DEL,07-Jun,17:45,22:55,5h 10,1, BOM,8851
 SpiceJet,BLR,DEL,07-Jun,20:05,01:25,5h 20,1, GOI,8673
 GoAir,BLR,DEL,07-Jun,18:10,23:25,5h 15,1, PNQ,8851
 GoAir,BLR,DEL,07-Jun,17:15,22:30,5h 15,1, AMD,8851
 AirAsia India,BLR,DEL,07-Jun,13:40,19:20,5h 40,1, GOI,8362
 IndiGo,BLR,DEL,07-Jun,07:10,12:10,5h,1, HYD,9621
 IndiGo,BLR,DEL,07-Jun,18:25,00:05,5h 40,1, IDR,8790
 IndiGo,BLR,DEL,07-Jun,20:30,02:10,5h 40,1, PNQ,8790
 GoAir,BLR,DEL,07-Jun,15:45,20:10,4h 25,1, GOI,11628
 IndiGo,BLR,DEL,07-Jun,17:05,23:00,5h 55,1, PNQ,8790
 SpiceJet,BLR,DEL,07-Jun,09:35,15:35,6h,1, DBR,8673
 Vistara,BLR,DEL,07-Jun,17:30,21:35,4h 05,1, IDR,12779
 IndiGo,BLR,DEL,07-Jun,12:35,18:35,6h,1, HYD,8790
 IndiGo,BLR,DEL,07-Jun,10:15,16:15,6h,1, HYD,8790
 AirAsia India,BLR,DEL,07-Jun,05:40,12:05,6h 25,1, COK,8362
 Hahn Air Systems,BLR,DEL,07-Jun,05:55,08:35,2h 40,0,,20569
 AirAsia India,BLR,DEL,07-Jun,08:45,15:20,6h 35,1, GAU,8362
 SpiceJet,BLR,DEL,07-Jun,17:30,23:55,6h 25,1, CCU,8673
 IndiGo,BLR,DEL,07-Jun,15:35,21:55,6h 20,1, JAI,8790
 Hahn Air Systems,BLR,DEL,07-Jun,21:50,00:35,2h 45,0,,20569
 SpiceJet,BLR,DEL,07-Jun,17:20,22:05,4h 45,1, CCU,11998
 IndiGo,BLR,DEL,07-Jun,08:50,15:20,6h 30,1, JAI,8790
 IndiGo,BLR,DEL,07-Jun,15:45,22:20,6h 35,1, HYD,8790
 GoAir,BLR,DEL,07-Jun,15:15,21:55,6h 40,1, PAT,8851
 AirAsia India,BLR,DEL,07-Jun,05:10,12:05,6h 55,1, COK,8629
 IndiGo,BLR,DEL,07-Jun,05:15,12:10,6h 55,1, HYD,8790
 IndiGo,BLR,DEL,07-Jun,16:10,23:05,6h 55,1, RPR,8790
 IndiGo,BLR,DEL,07-Jun,17:55,01:00,7h 05,1, NAG,8790
 IndiGo,BLR,DEL,07-Jun,02:30,09:45,7h 15,1, PNQ,8790
 AirAsia India,BLR,DEL,07-Jun,09:00,14:20,5h 20,1, IXR,11974
 AirAsia India,BLR,DEL,07-Jun,12:45,20:25,7h 40,1, PNQ,8362
 Vistara,BLR,DEL,07-Jun,07:45,12:30,4h 45,1, HYD,13463
 AirAsia India,BLR,DEL,07-Jun,12:15,19:55,7h 40,1, IXR,8362
 AirAsia India,BLR,DEL,07-Jun,15:15,22:55,7h 40,1, GAU,8362
 IndiGo,BLR,DEL,07-Jun,07:10,13:55,6h 45,1, HYD,9504
 AirAsia India,BLR,DEL,07-Jun,22:15,03:45,5h 30,1, PNQ,11974
 Vistara,BLR,DEL,07-Jun,19:55,00:55,5h,1, BOM,13566
 GoAir,BLR,DEL,07-Jun,08:15,16:00,7h 45,1, BOM,8851
 Vistara,BLR,DEL,07-Jun,18:25,23:00,4h 35,1, BOM,14984
 IndiGo,BLR,DEL,07-Jun,05:25,13:15,7h 50,1, PNQ,8790
 Vistara,BLR,DEL,07-Jun,09:30,14:30,5h,1, BOM,13770
 IndiGo,BLR,DEL,07-Jun,07:50,15:55,8h 05,1, RPR,8790
 Vistara,BLR,DEL,07-Jun,18:55,00:10,5h 15,1, BOM,13851
 Vistara,BLR,DEL,07-Jun,08:30,14:05,5h 35,1, BOM,13244
 IndiGo,BLR,DEL,07-Jun,13:05,21:15,8h 10,1, IDR,9154
 AirAsia India,BLR,DEL,07-Jun,04:35,10:55,6h 20,1, GOI,11974
 AirAsia India,BLR,DEL,07-Jun,05:05,11:40,6h 35,1, IXR,11974
 Air India,BLR,DEL,07-Jun,06:45,12:20,5h 35,1, BOM,14323
 Vistara,BLR,DEL,07-Jun,06:40,12:40,6h,1, BOM,13661
 Vistara,BLR,DEL,07-Jun,11:30,16:30,5h,1, IXC,16395
 IndiGo,BLR,DEL,07-Jun,11:05,18:20,7h 15,1, PNQ,11788
 SpiceJet,BLR,DEL,07-Jun,13:30,23:30,10h,1, PAT,8673
 GoAir,BLR,DEL,07-Jun,05:25,15:05,9h 40,1, PNQ,9003
 GoAir,BLR,DEL,07-Jun,05:45,15:30,9h 45,1, PAT,9003
 Vistara,BLR,DEL,07-Jun,10:15,16:55,6h 40,1, BOM,13239
 GoAir,BLR,DEL,07-Jun,07:15,17:05,9h 50,1, CCU,9003
 AirAsia India,BLR,DEL,07-Jun,10:55,21:45,10h 50,1, COK,8362
 SpiceJet,BLR,DEL,07-Jun,09:15,19:45,10h 30,1, PNQ,8673
 GoAir,BLR,DEL,07-Jun,09:05,19:25,10h 20,1, VNS,9003
 AirAsia India,BLR,DEL,07-Jun,17:55,02:05,8h 10,1, CCU,11974
 Vistara,BLR,DEL,07-Jun,06:40,14:05,7h 25,1, BOM,13239
 Air India,BLR,DEL,07-Jun,08:20,15:15,6h 55,1, BOM,14323
 GoAir,BLR,DEL,07-Jun,12:20,23:55,11h 35,1, LKO,9003
 SpiceJet,BLR,DEL,07-Jun,09:25,20:50,11h 25,1, JLR,9153
 IndiGo,BLR,DEL,07-Jun,11:00,21:35,10h 35,1, UDR,9918
 AirAsia India,BLR,DEL,07-Jun,16:15,01:10,8h 55,2," HYD, VTZ",12905
 Vistara,BLR,DEL,07-Jun,09:25,16:25,7h,1, GAU,17162
 AirAsia India,BLR,DEL,07-Jun,23:30,10:05,10h 35,1, CCU,11613
 AirAsia India,BLR,DEL,07-Jun,13:40,21:45,8h 05,2," GOI, BOM",15738
 AirAsia India,BLR,DEL,07-Jun,05:05,19:55,14h 50,1, IXR,8629
 Vistara,BLR,DEL,07-Jun,09:30,16:20,6h 50,2," BOM, DED",18874
 AirAsia India,BLR,DEL,07-Jun,22:40,09:30,10h 50,1, BOM,11974
 GoAir,BLR,DEL,07-Jun,18:35,08:20,13h 45,1, HYD,9510
 GoAir,BLR,DEL,07-Jun,21:30,08:00,10h 30,1, BOM,12550
 Vistara,BLR,DEL,07-Jun,11:30,19:50,8h 20,1, IXC,15845
 AirAsia India,BLR,DEL,07-Jun,20:15,12:05,15h 50,1, COK,8629
 Vistara,BLR,DEL,07-Jun,21:40,08:05,10h 25,1, BOM,13239
 AirAsia India,BLR,DEL,07-Jun,13:25,01:00,11h 35,2," HYD, JAI",12053
 Vistara,BLR,DEL,07-Jun,08:30,16:20,7h 50,2," BOM, DED",18645
 AirAsia India,BLR,DEL,07-Jun,12:45,01:00,12h 15,2," PNQ, JAI",11998
 Air India,BLR,DEL,07-Jun,08:20,19:10,10h 50,2," BOM, IXU",14392
 Vistara,BLR,DEL,07-Jun,12:45,00:40,11h 55,1, GOI,13167
 SpiceJet,BLR,DEL,07-Jun,05:45,00:25,18h 40,1, MAA,8673
 IndiGo,BLR,DEL,07-Jun,22:10,07:15,9h 05,1, HYD,17958
 IndiGo,BLR,DEL,07-Jun,21:00,06:55,9h 55,2," IXE, PNQ",17673
 Vistara,BLR,DEL,07-Jun,20:10,09:00,12h 50,1, HYD,13778
 AirAsia India,BLR,DEL,07-Jun,14:25,01:10,10h 45,2," HYD, VTZ",16635
 Vistara,BLR,DEL,07-Jun,19:55,08:20,12h 25,2," BOM, AMD",14890
 Vistara,BLR,DEL,07-Jun,07:10,18:20,11h 10,1, CJB,17683
 Air India,BLR,DEL,07-Jun,19:10,09:05,13h 55,1, BOM,14392
 Vistara,BLR,DEL,07-Jun,21:40,10:15,12h 35,2," BOM, AMD",15924
 Hahn Air Systems,BLR,DEL,07-Jun,20:05,01:25,5h 20,1, GOI,37623
 SpiceJet,BLR,DEL,07-Jun,06:05,18:15,12h 10,1, IXB,17231
 SpiceJet,BLR,DEL,07-Jun,16:05,16:20,24h 15,1, JRG,8673
 AirAsia India,BLR,DEL,07-Jun,04:35,21:45,17h 10,2," GOI, BOM",12700
 Hahn Air Systems,BLR,DEL,07-Jun,12:50,18:25,5h 35,1, DBR,39367
 AirAsia India,BLR,DEL,07-Jun,14:20,02:05,11h 45,2," BBI, CCU",18716
 Air India,BLR,DEL,07-Jun,19:10,11:10,16h,2," BOM, IDR",14392
 Hahn Air Systems,BLR,DEL,07-Jun,17:30,23:55,6h 25,1, CCU,36709
 Hahn Air Systems,BLR,DEL,07-Jun,09:35,15:35,6h,1, DBR,39533
 Vistara,BLR,DEL,07-Jun,18:55,09:00,14h 05,2," BOM, HYD",18418
 Emirates,BLR,DEL,07-Jun,04:30,14:45,10h 15,1, DXB,26706
 Air India,BLR,DEL,07-Jun,19:10,15:55,20h 45,2," BOM, BHO",13449
 Emirates,BLR,DEL,07-Jun,20:50,09:05,12h 15,1, DXB,24134
 Hahn Air Systems,BLR,DEL,07-Jun,13:30,23:30,10h,1, PAT,38134
 Hahn Air Systems,BLR,DEL,07-Jun,09:15,19:45,10h 30,1, PNQ,36528
 Vistara,BLR,DEL,07-Jun,19:25,18:20,22h 55,1, CJB,16948
 Vistara,BLR,DEL,07-Jun,07:45,16:30,8h 45,2," HYD, IXC",46554
 Hahn Air Systems,BLR,DEL,07-Jun,09:25,20:50,11h 25,1, JLR,37281
 Emirates,BLR,DEL,07-Jun,10:35,02:45,16h 10,1, DXB,28172
 Vistara,BLR,DEL,07-Jun,07:45,18:05,10h 20,2," HYD, BOM",44528
 Vistara,BLR,DEL,07-Jun,06:40,15:20,8h 40,2," BOM, SXR",58168
 Hahn Air Systems,BLR,DEL,07-Jun,06:05,18:15,12h 10,1, IXB,42795
 Vistara,BLR,DEL,07-Jun,10:15,19:50,33h 35,2," BOM, IXC",16111
 Hahn Air Systems,BLR,DEL,07-Jun,09:15,21:00,11h 45,2," PNQ, AMD",73324
 Hahn Air Systems,BLR,DEL,07-Jun,20:05,09:35,13h 30,2," GOI, BOM",73734
 Qatar Airways + Vistara,BLR,DEL,07-Jun,04:30,18:05,13h 35,2," DOH, BOM",76903
 Singapore Airlines,BLR,DEL,07-Jun,23:05,20:10,21h 05,1, SIN,50993
 Qatar Airways + Vistara,BLR,DEL,07-Jun,03:55,18:05,14h 10,2," DOH, BOM",76903
 Qatar Airways,BLR,DEL,07-Jun,04:30,08:40,28h 10,1, DOH,47256
 Vistara + Qatar Airways,BLR,DEL,07-Jun,10:15,03:40,17h 25,2," BOM, DOH",77307
 Vistara + Qatar Airways,BLR,DEL,07-Jun,09:30,03:40,18h 10,2," BOM, DOH",77307
 Qatar Airways,BLR,DEL,07-Jun,04:30,03:40,23h 10,1, DOH,61211
 Qatar Airways,BLR,DEL,07-Jun,03:55,03:40,23h 45,1, DOH,61211
 Qatar Airways,BLR,DEL,07-Jun,04:30,01:55,21h 25,1, DOH,72897
 Qatar Airways,BLR,DEL,07-Jun,03:55,08:40,28h 45,1, DOH,55378
 Qatar Airways,BLR,DEL,07-Jun,03:55,01:55,22h,1, DOH,72897
 SpiceJet,JAI,DEL,07-Jun,11:55,12:45,0h 50,0,,3332
 SpiceJet,JAI,DEL,07-Jun,06:25,07:25,1h,0,,3332
 IndiGo,JAI,DEL,07-Jun,14:20,15:20,1h,0,,3631
 IndiGo,JAI,DEL,07-Jun,06:40,07:40,1h,0,,3631
 Alliance Air,JAI,DEL,07-Jun,08:40,09:40,1h,0,,3691
 IndiGo,JAI,DEL,07-Jun,22:25,23:25,1h,0,,3524
 IndiGo,JAI,DEL,07-Jun,20:50,21:55,1h 05,0,,3631
 AirAsia India,JAI,DEL,07-Jun,23:50,01:00,1h 10,0,,3472
 Alliance Air,JAI,DEL,07-Jun,21:10,22:10,1h,0,,3691
 Hahn Air Systems,JAI,DEL,07-Jun,11:55,12:45,0h 50,0,,16750
 Hahn Air Systems,JAI,DEL,07-Jun,06:25,07:25,1h,0,,16750
 Air India,JAI,DEL,07-Jun,14:00,20:10,6h 10,1, BOM,14444
 Air India,JAI,DEL,07-Jun,00:40,09:15,8h 35,1, CCU,15438
 GoAir,JAI,DEL,07-Jun,22:55,08:00,9h 05,1, BOM,12116
 GoAir,JAI,DEL,07-Jun,11:10,17:35,6h 25,1, BOM,12116
 GoAir,JAI,DEL,07-Jun,21:50,09:40,11h 50,1, AMD,12157
 IndiGo,JAI,DEL,07-Jun,08:40,14:15,5h 35,1, IXC,15064
 Air India,JAI,DEL,07-Jun,14:00,23:20,9h 20,2," BOM, AMD",18656
 Hahn Air Systems,JAI,DEL,07-Jun,17:40,23:00,5h 20,1, ATQ,35274
 IndiGo + Vistara,JAI,DEL,07-Jun,08:40,16:30,7h 50,1, IXC,16418
 GoAir,JAI,DEL,07-Jun,12:30,00:15,11h 45,1, BLR,15913
 IndiGo,JAI,DEL,07-Jun,08:40,20:05,11h 25,1, IXC,14606
 Hahn Air Systems,JAI,DEL,07-Jun,14:25,19:15,4h 50,1, VNS,36413
 IndiGo + Vistara,JAI,DEL,07-Jun,08:40,19:50,11h 10,1, IXC,14699
 Hahn Air Systems,JAI,DEL,07-Jun,08:45,12:55,4h 10,1, DHM,48674
 IndiGo,JAI,DEL,07-Jun,08:50,21:15,12h 25,1, IDR,18138
 IndiGo,JAI,DEL,07-Jun,17:25,08:05,14h 40,1, IXC,16212
 Air India,JAI,DEL,07-Jun,14:00,11:10,21h 10,2," BOM, IDR",14444
 Hahn Air Systems,JAI,DEL,07-Jun,11:20,20:20,9h,1, DED,33973
 Air India,JAI,DEL,07-Jun,00:40,23:05,22h 25,2," CCU, STV",14629
 Hahn Air Systems,JAI,DEL,07-Jun,08:35,18:20,9h 45,1, BOM,36413
 Hahn Air Systems,JAI,DEL,07-Jun,06:15,14:00,7h 45,2," AMD, DED",52189
 Hahn Air Systems,JAI,DEL,07-Jun,06:15,21:00,14h 45,1, AMD,34605
 Hahn Air Systems,JAI,DEL,07-Jun,05:25,19:45,14h 20,1, PNQ,36413
 Hahn Air Systems,JAI,DEL,07-Jun,08:35,19:00,10h 25,2," BOM, KQH",51784
 Hahn Air Systems,JAI,DEL,07-Jun,14:25,03:00,12h 35,2," VNS, BOM",55768
 Hahn Air Systems,JAI,DEL,07-Jun,06:15,20:20,14h 05,2," AMD, DED",50974
 Hahn Air Systems,JAI,DEL,07-Jun,05:25,20:50,15h 25,2," PNQ, JLR",51784
 Hahn Air Systems,JAI,DEL,07-Jun,05:25,21:00,15h 35,2," PNQ, AMD",51514
 Hahn Air Systems,JAI,DEL,07-Jun,17:40,08:35,14h 55,2," ATQ, AMD",56752
 Hahn Air Systems,JAI,DEL,07-Jun,08:45,09:20,24h 35,1, DHM,42613
 SpiceJet,DEL,MAA,07-Jun,18:25,21:10,2h 45,0,,7352
 SpiceJet,DEL,MAA,07-Jun,08:45,11:40,2h 55,0,,7352
 IndiGo,DEL,MAA,07-Jun,20:30,23:20,2h 50,0,,8363
 IndiGo,DEL,MAA,07-Jun,17:25,20:15,2h 50,0,,8363
 IndiGo,DEL,MAA,07-Jun,07:10,10:00,2h 50,0,,8363
 IndiGo,DEL,MAA,07-Jun,08:30,11:20,2h 50,0,,8363
 Vistara,DEL,MAA,07-Jun,19:55,22:45,2h 50,0,,8488
 IndiGo,DEL,MAA,07-Jun,09:50,12:45,2h 55,0,,8363
 IndiGo,DEL,MAA,07-Jun,15:40,18:35,2h 55,0,,8363
 IndiGo,DEL,MAA,07-Jun,12:55,15:50,2h 55,0,,8363
 Vistara,DEL,MAA,07-Jun,07:00,09:50,2h 50,0,,8635
 Air India,DEL,MAA,07-Jun,20:40,23:35,2h 55,0,,8576
 IndiGo,DEL,MAA,07-Jun,19:10,22:10,3h,0,,8363
 Air India,DEL,MAA,07-Jun,05:55,08:55,3h,0,,8576
 Vistara,DEL,MAA,07-Jun,13:45,16:35,2h 50,0,,9328
 Vistara,DEL,MAA,07-Jun,17:25,20:15,2h 50,0,,9475
 Air India,DEL,MAA,07-Jun,16:15,19:30,3h 15,0,,8576
 IndiGo,DEL,MAA,07-Jun,01:50,07:00,5h 10,1, HYD,8421
 IndiGo,DEL,MAA,07-Jun,19:30,00:25,4h 55,1, HYD,8878
 IndiGo,DEL,MAA,07-Jun,05:05,10:20,5h 15,1, VTZ,8421
 IndiGo,DEL,MAA,07-Jun,03:50,09:05,5h 15,1, BLR,8421
 IndiGo,DEL,MAA,07-Jun,07:20,12:25,5h 05,1, JAI,8878
 IndiGo,DEL,MAA,07-Jun,06:55,12:10,5h 15,1, BLR,8878
 IndiGo,DEL,MAA,07-Jun,09:55,15:10,5h 15,1, HYD,8878
 IndiGo,DEL,MAA,07-Jun,02:25,08:05,5h 40,1, BLR,8421
 IndiGo,DEL,MAA,07-Jun,13:00,18:30,5h 30,1, BLR,8878
 IndiGo,DEL,MAA,07-Jun,17:00,22:45,5h 45,1, BHO,8878
 IndiGo,DEL,MAA,07-Jun,12:45,17:35,4h 50,1, HYD,10613
 IndiGo,DEL,MAA,07-Jun,13:25,19:15,5h 50,1, HYD,8878
 IndiGo,DEL,MAA,07-Jun,05:50,12:10,6h 20,1, BLR,8421
 IndiGo,DEL,MAA,07-Jun,15:15,21:20,6h 05,1, RPR,9128
 Hahn Air Systems,DEL,MAA,07-Jun,18:25,21:10,2h 45,0,,20324
 Hahn Air Systems,DEL,MAA,07-Jun,08:45,11:40,2h 55,0,,20324
 IndiGo,DEL,MAA,07-Jun,18:00,00:25,6h 25,1, HYD,9769
 IndiGo,DEL,MAA,07-Jun,12:45,19:15,6h 30,1, HYD,9769
 SpiceJet,DEL,MAA,07-Jun,17:05,00:15,7h 10,1, PNQ,8893
 SpiceJet,DEL,MAA,07-Jun,16:55,22:00,5h 05,1, JLR,12907
 IndiGo,DEL,MAA,07-Jun,08:20,15:55,7h 35,1, BLR,8989
 AirAsia India,DEL,MAA,07-Jun,09:35,17:15,7h 40,1, BLR,9215
 IndiGo,DEL,MAA,07-Jun,09:15,15:55,6h 40,1, BLR,10613
 IndiGo,DEL,MAA,07-Jun,15:00,20:15,5h 15,1, HYD,14573
 Vistara,DEL,MAA,07-Jun,17:45,23:05,5h 20,1, BOM,14567
 IndiGo,DEL,MAA,07-Jun,11:15,18:30,7h 15,2," SAG, BLR",10731
 Air India,DEL,MAA,07-Jun,09:45,12:40,2h 55,0,,27255
 AirAsia India,DEL,MAA,07-Jun,08:10,17:15,9h 05,1, BLR,8764
 Vistara,DEL,MAA,07-Jun,14:20,19:50,5h 30,1, BOM,14852
 SpiceJet,DEL,MAA,07-Jun,10:20,20:05,9h 45,1, GAU,8427
 Vistara,DEL,MAA,07-Jun,06:00,11:50,5h 50,1, BOM,14567
 IndiGo,DEL,MAA,07-Jun,06:40,15:10,8h 30,1, HYD,10196
 IndiGo,DEL,MAA,07-Jun,15:20,20:55,5h 35,1, BLR,15615
 SpiceJet,DEL,MAA,07-Jun,20:00,07:15,11h 15,1, BLR,8427
 SpiceJet,DEL,MAA,07-Jun,07:05,18:20,11h 15,1, CCU,8427
 IndiGo,DEL,MAA,07-Jun,11:55,21:20,9h 25,1, RPR,10196
 IndiGo,DEL,MAA,07-Jun,15:00,00:25,9h 25,1, HYD,10196
 Vistara,DEL,MAA,07-Jun,16:45,23:05,6h 20,1, BOM,15232
 AirAsia India,DEL,MAA,07-Jun,21:40,08:15,10h 35,1, BLR,9215
 IndiGo,DEL,MAA,07-Jun,11:30,18:30,7h,1, BLR,14416
 AirAsia India,DEL,MAA,07-Jun,22:35,10:05,11h 30,1, CCU,8867
 AirAsia India,DEL,MAA,07-Jun,12:40,22:00,9h 20,1, GAU,10960
 Vistara,DEL,MAA,07-Jun,12:50,19:50,7h,1, BOM,15232
 GoAir,DEL,MAA,07-Jun,18:45,07:40,12h 55,1, BOM,8587
 GoAir,DEL,MAA,07-Jun,22:45,07:40,8h 55,1, BOM,12582
 Vistara,DEL,MAA,07-Jun,15:30,23:05,7h 35,1, BOM,15232
 SpiceJet,DEL,MAA,07-Jun,07:20,21:30,14h 10,1, BOM,8427
 Vistara,DEL,MAA,07-Jun,14:20,23:05,8h 45,1, BOM,14099
 Vistara,DEL,MAA,07-Jun,11:40,19:50,8h 10,1, BOM,15754
 SpiceJet,DEL,MAA,07-Jun,06:40,22:00,15h 20,1, JLR,8427
 Vistara,DEL,MAA,07-Jun,10:20,19:50,9h 30,1, BOM,15232
 Air India,DEL,MAA,07-Jun,21:15,07:25,10h 10,1, BOM,15306
 Vistara,DEL,MAA,07-Jun,09:30,19:50,10h 20,1, BOM,15232
 GoAir,DEL,MAA,07-Jun,15:45,07:40,15h 55,1, BOM,10337
 Vistara,DEL,MAA,07-Jun,21:30,08:50,11h 20,1, BOM,14852
 Vistara,DEL,MAA,07-Jun,08:50,19:50,11h,1, BOM,15754
 Vistara,DEL,MAA,07-Jun,14:15,23:05,8h 50,2," BLR, BOM",19946
 Vistara,DEL,MAA,07-Jun,13:20,23:05,9h 45,2," VNS, BOM",18087
 Air India,DEL,MAA,07-Jun,06:50,19:15,12h 25,1, CCU,15306
 Hahn Air Systems,DEL,MAA,07-Jun,18:35,23:50,5h 15,1, CCU,36479
 Hahn Air Systems,DEL,MAA,07-Jun,16:55,22:00,5h 05,1, JLR,37872
 SriLankan Airlines,DEL,MAA,07-Jun,05:15,15:05,9h 50,1, CMB,19990
 SpiceJet,DEL,MAA,07-Jun,06:30,18:25,11h 55,1, IXB,16496
 Vistara,DEL,MAA,07-Jun,07:30,19:50,12h 20,1, BOM,16275
 Vistara,DEL,MAA,07-Jun,18:55,08:50,13h 55,1, BOM,14567
 Air India,DEL,MAA,07-Jun,17:55,07:25,13h 30,2," IXU, BOM",15306
 Vistara,DEL,MAA,07-Jun,19:45,08:50,13h 05,1, BOM,16275
 AirAsia India,DEL,MAA,07-Jun,22:35,09:20,10h 45,2," CCU, HYD",20214
 Vistara,DEL,MAA,07-Jun,20:40,08:50,12h 10,1, BOM,18120
 SpiceJet,DEL,MAA,07-Jun,06:05,07:15,25h 10,1, BLR,8833
 Vistara,DEL,MAA,07-Jun,05:55,19:50,13h 55,2," IDR, BOM",16384
 Vistara,DEL,MAA,07-Jun,06:00,23:05,17h 05,1, BOM,14014
 SpiceJet,DEL,MAA,07-Jun,18:35,18:20,23h 45,1, CCU,10382
 Vistara,DEL,MAA,07-Jun,18:10,08:50,14h 40,2," AMD, BOM",17089
 Vistara,DEL,MAA,07-Jun,21:20,11:50,14h 30,2," AMD, BOM",17317
